id,name,longitude,latitude,elevation
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,-146.3517,61.1303,29
WBAN:26479,VALDEZ MUNICIPAL AIRPORT AK US,-146.2435,61.1315,18.3
