STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-18 23:59,SOD,,,,,,,,,,,,,,,,,,,,30,13,22,-8.4,,,,43,0,0650,1858,,0.00,0.0,38,,,,21,070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-19 23:59,SOD,,,,,,,,,,,,,,,,,,,,32,10,21,-9.5,,,,44,0,0647,1900,,0.00,0.0,35,,,,29,020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-20 23:59,SOD,,,,,,,,,,,,,,,,,,,,22,9,16,-14.7,,,,49,0,0644,1903,,0.01,0.3,35,,,,24,010,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-21 23:59,SOD,,,,,,,,,,,,,,,,,,,,22,9,16,-14.9,,,,49,0,0641,1906,,0.51,10.7,43,,,,24,010,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-22 23:59,SOD,,,,,,,,,,,,,,,,,,,,34,28,31,-0.1,,,,34,0,0637,1908,,0.03,1.2,44,,,,23,080,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-23 23:59,SOD,,,,,,,,,,,,,,,,,,,,40,29,34,2.7,,,,31,0,0634,1911,,0.20,4.6,47,,,,35,050,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-24 23:59,SOD,,,,,,,,,,,,,,,,,,,,36,24,30,-1.5,,,,35,0,0631,1913,,T,T,46,,,,25,010,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-25 23:59,SOD,,,,,,,,,,,,,,,,,,,,35,11,23,-8.7,,,,42,0,0628,1916,,T,T,44,,,,14,040,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-26 23:59,SOD,,,,,,,,,,,,,,,,,,,,31,10,20,-11.9,,,,45,0,0625,1918,,0.00,0.0,43,,,,16,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-27 23:59,SOD,,,,,,,,,,,,,,,,,,,,40,7,24,-8.2,,,,41,0,0622,1921,,0.00,0.0,40,,,,43,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-28 23:59,SOD,,,,,,,,,,,,,,,,,,,,38,10,24,-8.4,,,,41,0,0618,1923,,0.00,0.0,38,,,,49,060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-29 23:59,SOD,,,,,,,,,,,,,,,,,,,,38,22,30,-2.7,,,,35,0,0615,1926,,0.00,0.0,38,,,,36,023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-30 23:59,SOD,,,,,,,,,,,,,,,,,,,,48,20,34,1.1,,,,31,0,0612,1929,,0.00,0.0,37,,,,32,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:26442,VALDEZ WEATHER SERVICE OFFICE AK US,29,61.1303,-146.3517,2007-03-31 23:59,SOD,,,,,,,,,,,,,,,,,,,,47,32,40,6.8,,,,25,0,0609,1931,,0.00,0.0,36,,,,,,,,27.8,13.1,20.5,,,,,,,,,,-8.6,-11.1,-9.8,,,,,10.7,21-21,470,23,0,22,31,0,,,,,-9999,-9999,,-9999,-9999,,,,,,
